Sentence,Word_Count,Sentence_Length,Char_Count,DLP,Dot_Load_Ratio,OVL,Similar_Shape_Density,PSC_Density,Lexical_Difficulty,Homograph_Risk,Avg_Morphological_Complexity,Domain,Text_Class,Quadrant,Readability_Level_19,DLI,DLI_10
فيما يلي مباريات اليوم الأحد يونيو في كوبا أمريكا الساعة كولومبيا فنزويلا المعلقين خالد الحدي حسن العیدروس الساعة البرازيل بيرو المعلقين یوسف سیف رؤوف بن خلیف,26,129,133,0.34,0.5,0.0,0.51,0.16,2.17,0.12,0.27,Arts & Humanities,Advanced,High BAREC / Low DLI,12,5,2.3
الجامعة تنفتح على الخليج لضمان حضورها الدولي بعد الإقصاء من كأس إفريقيا,12,60,60,0.33,0.48,0.0,0.5,0.22,2.67,0.25,0.5,Arts & Humanities,Advanced,High BAREC / High DLI,12,7,3.2
بيريز يعد بجعل سنة الفريق الملكي بالمغرب,7,34,34,0.47,0.68,0.0,0.65,0.21,2.0,0.14,0.71,Arts & Humanities,Advanced,High BAREC / High DLI,11,9,4.1
في ما يلي برنامج مباريات المرحلة الثالثة من الدوري الاسباني لكرة القدم الجمعة ريال سوسييداد اسبانيول السبت سلتا فيغو اتلتيكو مدريد ريال مدريد اوساسونا ملقة فياريال اشبيلية لاس بالماس برشلونة الافيس الاحد سبورتينغ خيخون ليغانيس فالنسيا ريال بيتيس غرناطة ايبار ديبورتيفو لا كورونيا اتلتيك بلباو,45,248,248,0.39,0.64,0.0,0.54,0.1,3.08,0.02,0.29,Arts & Humanities,Advanced,High BAREC / Low DLI,14,5,2.3
في ما يلي برنامج المرحلة العاشرة من الدوري الانجليزي لكرة القدم السبت سندرلاند ارسنال مانشستر يونايتد بيرنلي ميدلزبره بورنموث توتنهام هوتسبر ليستر سيتي واتفورد هال سيتي وست بروميتش البيون مانشستر سيتي كريستال بالاس ليفربول الاحد ايفرتون وست هام يونايتد ساوثمبتون تشلسي الاثنين ستوك سيتي سوانسي سيتي,46,253,253,0.42,0.71,0.0,0.61,0.1,2.65,0.04,0.3,Arts & Humanities,Advanced,High BAREC / High DLI,12,7,3.2
في ما يلي برنامج مباريات اياب الدور ثمن النهائي من مسابقة كأس إسبانيا الثلاثاء أتلتيكو مدريد لاس بالماس الاربعاء ألافيس ديبورتيفو لا كورونيا فياريال ريال سوسييداد قرطبة ألكوركون برشلونة أتلتيك بلباو الخميس سلتا فيغو فالنسيا أيبار أوساسونا إشبيلية ريال مدريد,40,218,218,0.36,0.59,0.0,0.51,0.1,2.88,0.05,0.2,Arts & Humanities,Advanced,High BAREC / Low DLI,12,5,2.3
نتائج الدورة الرابعة من الدوري الايطالي والترتيب السبت أودينيزي أمبولي ميلانو باليرمو الأحد كييفو فيرونا أنتر ميلانو أتالانتا هيلاس فيرونا بولونيا فروسينوني روما ساسوولو تورينو سمبدوريا جنوى جوفنتوس كاربي فيورنتينا نابولي لازيو ترتيب فرق الصدارة أنتر ميلانو نقطة تورينو فيورنتينا روما ساسوولو كييفو,43,256,256,0.4,0.61,0.0,0.54,0.07,3.2,0.05,0.35,Arts & Humanities,Advanced,High BAREC / Low DLI,14,5,2.3
أكد محامو نجم الكرة الفرنسي السابق ميشيل بلاتيني أن غرفة التحقيقات التابعة للجنة القيم بالاتحاد الدولي لكرة القدم فيفا ستطلب إيقاف رئيس الاتحاد الأوروبي للعبة يويفا مدى الحياة لضلوعه في قضايا فساد ومن المقرر أن تصدر لجنة القيم قرارها رسميا في ديسمبر كانون الأول المقبل,45,224,224,0.37,0.59,0.0,0.51,0.14,2.43,0.09,0.6,Arts & Humanities,Advanced,High BAREC / Low DLI,14,5,2.3
قال النجم السويدي زلاتان إبراهيموفيتش اليوم الخميس إنه سوف يتعاقد رسميا مع فريق مانشستر يونايتد الإنجليزي وكتب إبراهيموفيتش على حساباته في مواقع التواصل الاجتماعي حان الوقت لكي يعلم العالم الآن وجهتي المقبلة مانشستر يونايتد وكانت تقارير إعلامية ربطت النجم السويدي المخضرم عاما بالانتقال إلى فريق المدرب البرتغالي جوزيه مورينيو,49,278,278,0.38,0.63,0.0,0.53,0.18,2.38,0.04,0.47,Arts & Humanities,Advanced,High BAREC / High DLI,14,6,2.7
أهداف أحمد العكايشي تونس وخافيير بالبوا غينيا الاستوائية وماكس غرادل الكوت ديفوار وديوميرسي مبوكاني الكونغو الديموقراطية وأندري آييو غانا هدفان تييفي بيفوما الكونغو وكريستيان أتسو غانا وجيريمي بوكيلا الكونغو الديموقراطية والعربي هلال سوداني الجزائر وويلفريد بوني وكواسي جيرفينو الكوت ديفوار,40,251,251,0.37,0.58,0.0,0.51,0.14,3.25,0.03,0.4,Arts & Humanities,Advanced,High BAREC / Low DLI,14,5,2.3
الدوري الإنجليزي نيوكاسل نورويتش سيتي الدوري الإسباني فياريال سيلتافيغو ريال سوسييداد أتليتكو مدريد خيتافي لاس بالماس ديبورتيفو لاكورونا أتليتك بيلباو الدوري الإيطالي بولونيا باليرمو نابولي فيورنتينا هيلاس فيرونا أودينيزي ساسولو لاتسيو إنتر ميلان يوفنتوس الدوري الألماني كولن هانوفر شتوتغارت إنغولشتات الدوري الفرنسي مارسيليا لوريان بوردو مونبيليه رين نيس,48,308,308,0.39,0.64,0.0,0.56,0.06,3.49,0.0,0.33,Arts & Humanities,Advanced,High BAREC / Low DLI,14,5,2.3
أصدرت الجامعة الملكية لكرة القدم برنامج الدورة الثامنة من البطولة الوطنية إذ ستلعب المباريات في أيام بسبب احتضان مراكش قمة المناخ العالمية نهاية الأسبوع الجاري وتلعب مباريات الدورة الثامنة ابتداء من الخميس المقبل وإلى غاية الأحد المقبل وإليكم برنامج المباريات كاملا,41,225,225,0.34,0.53,0.0,0.42,0.19,1.84,0.07,0.63,Arts & Humanities,Advanced,High BAREC / High DLI,14,6,2.7
انهى المنتخب الوطني الشوط الأول من مباراته الودية أمام كندا متقدما بهدف لصفر وتمكن مهدي كارسيلا من تسجيل الهدف الوحيد بعد دقيقة وقدم المنتخب اداء استحسنته الجماهير الحاضرة القليلة علما أن هيرفي رينار اختار تشكيلة مغايرة للمباراة السابقة بالغابون,39,207,207,0.35,0.56,0.0,0.48,0.19,1.99,0.13,0.56,Arts & Humanities,Advanced,High BAREC / High DLI,14,7,3.2
مُدَّعِي الْجِنَائِيَّةِ الدَّوْلِيَّةِ قَدَّمَ مَعْلُومَاتٍ مَغْلُوطَةً عَنْ دَارْفُورَ,8,43,43,0.3,0.49,0.88,0.47,0.23,3.12,0.0,0.38,Social Sciences,Advanced,High BAREC / High DLI,14,7,3.2
اتَّهَمَ تِيرِي دَيْرَانْ مُدِيرُ الْعَمَلِيَّاتِ فِي مُنَظَّمَةِ أَطِبَّاءَ بِلَا حُدُودٍ ، لِوِيسْ مُورِينُو أُوكَامْبُو مُدَّعِي الْمَحْكَمَةِ الْجِنَائِيَّةِ الدَّوْلِيَّةِ بِتَقْدِيمِ مَعْلُومَاتٍ مَغْلُوطَةٍ بِشَأْنِ مَا يَجْرِي فِي دَارْفُورَ .,27,124,126,0.35,0.58,0.8,0.5,0.21,2.78,0.0,0.28,Social Sciences,Advanced,High BAREC / High DLI,15,8,3.6
"وَقَالَ تِيرِي "" لِلْجَزِيرَةِ "" أَمْسِ ، إِنَّ أُوكَامْبُو أَبْلَغَ الْأُمَمَ الْمُتَّحِدَةَ بِأَنَّ النَّازِحِينَ فِي دَارْفُورَ يَعِيشُونَ فِي مُعَسْكَرَاتٍ لِلْإِبَادَةِ ،",21,84,88,0.38,0.58,0.8,0.51,0.17,2.56,0.0,0.53,Social Sciences,Advanced,High BAREC / High DLI,14,9,4.1
وَأَشَارَ إِلَى أَنَّ ذَلِكَ لَيْسَ صَحِيحًا ،,7,21,22,0.24,0.43,0.86,0.48,0.14,2.5,0.0,0.17,Social Sciences,Advanced,Low BAREC / Low DLI,10,5,2.3
وَزَادَ : إِنْ كَانَ الْأَمْرُ كَذَلِكَ لَانْسَحَبْنَا مِنْ هُنَاكَ وَكَشَفْنَا الْحَقَائِقَ ،,12,45,47,0.31,0.4,0.8,0.42,0.22,1.7,0.0,0.8,Social Sciences,Advanced,Low BAREC / High DLI,10,8,3.6
"وَأَضَافَ أَنَّ حَدِيثَ أُوكَامْبُو عَنْ وَفَاةِ "" 5 "" آلَافِ شَخْصٍ بِدَارْفُورَ غَيْرُ صَحِيحٍ .",15,45,49,0.38,0.56,0.78,0.6,0.18,1.77,0.0,0.18,Social Sciences,Advanced,Low BAREC / High DLI,9,7,3.2
وَأَكَّدَ أَنَّ الْمُنَظَّمَةَ عَمِلَتْ بِدَارْفُورَ مُنْذُ بِدَايَةِ الْأَزْمَةِ وَفِي أَصْعَبِ الْمَرَاحِلِ ،,12,52,53,0.33,0.44,0.9,0.46,0.19,2.27,0.0,0.55,Social Sciences,Advanced,High BAREC / High DLI,14,8,3.6
وَقَالَ : مَا رَأَيْنَاهُ فِي رُوَانْدَا لَمْ نَرَهُ فِي دَارْفُورَ .,11,33,35,0.3,0.42,0.73,0.52,0.12,3.06,0.0,0.33,Social Sciences,Advanced,Low BAREC / Low DLI,8,5,2.3
وَنَفَى أَنْ تَكُونَ مُنَظَّمَتُهُ مَدَّتْ الْمَحْكَمَةَ بِمَعْلُومَاتٍ حَوْلَ وُجُودِ إِبَادَةٍ بِدَارْفُورَ .,12,53,54,0.32,0.43,0.87,0.45,0.26,2.45,0.0,0.45,Social Sciences,Advanced,High BAREC / High DLI,14,9,4.1
مِنْ نَاحِيَتِهِ أَوْضَحَ مَوْلَانَا أَحْمَدُ هَارُونَ وَزِيرُ الدَّوْلَةِ بِالشُّؤُونِ الْإِنْسَانِيَّةِ أَنَّ حَدِيثَ مُدِيرِ الْعَمَلِيَّاتِ بِمُنَظَّمَةِ أَطِبَّاءَ بِلَا حُدُودٍ يُؤَكِّدُ كَذِبَ وَافْتِرَاءَ أُوكَامْبُو بِحَقِّ السُّودَانِ .,25,120,121,0.32,0.47,0.84,0.47,0.17,2.17,0.0,0.46,Social Sciences,Advanced,High BAREC / High DLI,14,8,3.6
حَرَكَةُ الْعَدْلِ وَالْمُسَاوَاةِ الْمُتَمَرِّدَةُ تُحْبِطُ عَمَلِيَّةَ السَّلَامِ بِسَبَبِ طَرْدِ مُنَظَّمَاتِ الْإِغَاثَةِ الدَّوْلِيَّةِ,12,68,68,0.28,0.47,0.9,0.43,0.19,2.75,0.0,0.67,Social Sciences,Advanced,High BAREC / High DLI,14,8,3.6
اشْتَرَطَتْ حَرَكَةُ الْعَدْلِ وَالْمُسَاوَاةِ الْمُتَمَرِّدَةُ فِي إِقْلِيمِ دَارْفُورَ عَوْدَةَ مُنَظَّمَاتِ الْإِغَاثَةِ الْمَطْرُودَةِ إِلَى السُّودَانِ لِاسْتِئْنَافِ مُحَادَثَاتِ السَّلَامِ مَعَ الْخُرْطُومِ .,20,110,111,0.25,0.44,0.77,0.43,0.17,2.55,0.0,0.47,Social Sciences,Advanced,High BAREC / High DLI,14,7,3.2
وَقَالَ زَعِيمُ الْحَرَكَةِ خَلِيلُ إِبْرَاهِيمَ فِي تَصْرِيحَاتٍ صَحَفِيَّةٍ إِنَّ الْحَرَكَةَ لَنْ تَتَوَجَّهَ إِلَى مُحَادَثَاتِ الدَّوْحَةِ إِلَّا إِذَا سَمَحَتْ الْحُكُومَةُ السُّودَانِيَّةُ لِمُنَظَّمَاتِ الْإِغَاثَةِ الْمَطْرُودَةِ بِالْعَوْدَةِ لِمُمَارَسَةِ نَشَاطِهَا بِالْبِلَادِ .,28,145,146,0.31,0.52,0.82,0.44,0.2,2.19,0.0,0.56,Social Sciences,Advanced,High BAREC / High DLI,14,9,4.1
